21,西安,6986,2010,F,73,310,210,0.2,20,689,8734,0.2
316,,3860,2006,,1875,5149,16870,2.8,148,4451,54830,1.1
86,上海,709,2010,,76,503,2590,0.2,4,,,
507,香港,3459,2006,F,284,696,5670,0.4,673,22888,187880,4.2
359,上海,1445,2009,M,331,1236,2940,0.6,55,1941,19069,0.4
11,,29,2016,F,0,,,,10,475,3028,1.7
62,成都,1008,2009,M,273,1165,2660,0.5,421,19256,181365,3.6
5,上海,126,2016,,20,43,770,0.2,26,1686,10263,0.7
50,株洲,5146,2008,U,1077,3212,15750,2.0,687,29029,235511,5.3
108,丽水,5119,2008,F,1097,6092,9870,1.9,380,11746,128610,3.1
,,,,,,,,,,,,
29,Kosovo,1806,2015,U,22,49,280,0.1,1,,,
50,上海,2595,2009,,490,1971,7210,1.0,34,1022,12061,0.3
64,台北,229,2012,F,1245,3004,7700,3.4,664,37037,182840,7.9
1552,上海,12440,2010,M,1201,6057,8680,2.7,2633,99605,741608,25.1
2,上海,3982,2013,M,54,173,770,0.2,1,,,
81,Los Angeles,740,2013,,186,453,3290,0.6,19,877,5743,0.3
2233,上海,5859,2008,,39,96,910,0.1,824,33944,298477,6.2
377,香港,2833,2009,M,863,2483,11060,1.7,146,6506,37588,1.2
120,New York City,2215,2016,F,369,1740,3710,2.5,25,978,8263,0.7
28,上海,3150,2012,U,859,2378,3010,2.5,182,6439,58586,2.3
68,San Francisco Bay Area,34,2010,,151,327,4060,0.3,9,,,
917,上海,4981,2006,M,2116,6678,24640,3.2,1193,65274,418026,7.8
1668,上海,7541,2006,,805,2454,14700,1.2,323,13643,107321,2.1
1015,Tōkyō,3192,2012,F,565,2004,5180,1.6,298,13975,82194,3.6
6352,上海,14280,2007,,422,2107,8050,0.7,1004,37554,422712,6.9
,,,,,,,,,,,,
5,上海,8,2013,,5,,,,0,,,
61,上海,629,2009,U,379,902,5880,0.8,91,3331,30832,0.8
,,,,,,,,,,,,
